"State","Locality","Beginning Of Month","New Admissions","Male","Female","Cured","Death","Default","Non-Responder","Total Discharge","Rutf Consumed","Screening","Sites","Month","Year"
"Gedaref","Western Galabat",104,80,47,33,80,0,1,0,81,66,NA,NA,"Dec","2018"
"Kassala","Rural Khashm Elgirba",216,39,17,22,68,0,2,0,70,44.18,NA,NA,"Jan","2018"
"Kassala","Rural Khashm Elgirba",188,30,17,13,50,0,2,0,52,45.1,NA,NA,"Feb","2018"
"Kassala","Rural Khashm Elgirba",167,51,23,28,44,1,0,0,45,54.55,NA,NA,"Mar","2018"
"Kassala","Rural Khashm Elgirba",175,49,21,28,72,1,1,0,74,66.46,NA,NA,"Apr","2018"
"Kassala","Rural Khashm Elgirba",154,56,29,27,51,0,1,0,52,46.66,NA,NA,"May","2018"
"Kassala","Rural Khashm Elgirba",159,66,28,38,60,0,0,0,60,55.052,NA,NA,"Jun","2018"
"Kassala","Rural Khashm Elgirba",161,237,91,146,110,0,0,0,110,51.79,NA,NA,"Jul","2018"
"Kassala","Rural Khashm Elgirba",294,149,64,85,92,1,12,0,105,51.64,NA,NA,"Aug","2018"
"Kassala","Rural Khashm Elgirba",336,135,61,74,105,3,2,3,113,54.018,NA,NA,"Sep","2018"
"Kassala","Rural Khashm Elgirba",363,147,60,87,133,1,1,2,137,114.18,NA,NA,"Oct","2018"
"Kassala","Rural Khashm Elgirba",378,64,25,39,115,0,1,1,117,58.92,NA,NA,"Nov","2018"
"Kassala","Rural Khashm Elgirba",330,98,46,52,123,0,0,0,123,62.772,NA,NA,"Dec","2018"
"Kassala","Rural Aroma",327,87,38,49,174,0,31,0,205,86.8,NA,NA,"Jan","2018"
"Kassala","Rural Aroma",260,157,75,82,151,0,1,0,152,98.031,NA,NA,"Feb","2018"
"Kassala","Rural Aroma",258,137,69,68,155,0,1,0,156,127.34,NA,NA,"Mar","2018"
"Kassala","Rural Aroma",238,274,127,147,157,0,5,0,162,220.3,NA,NA,"Apr","2018"
"Kassala","Rural Aroma",345,292,128,164,189,0,0,0,189,168.01,NA,NA,"May","2018"
"Kassala","Rural Aroma",452,163,65,98,286,0,0,1,287,114.42,NA,NA,"Jun","2018"
"Kassala","Rural Aroma",326,282,127,155,233,0,0,0,233,156.02,NA,NA,"Jul","2018"
"Kassala","Rural Aroma",379,204,100,95,219,0,1,0,220,224.7,NA,NA,"Aug","2018"
"Kassala","Rural Aroma",363,242,120,121,264,0,0,0,264,279.896,NA,NA,"Sep","2018"
"Kassala","Rural Aroma",336,428,218,210,254,0,1,0,255,227.979,NA,NA,"Oct","2018"
"Kassala","Rural Aroma",512,221,101,121,367,0,3,1,371,287.503,NA,NA,"Nov","2018"
"Kassala","Rural Aroma",367,194,85,109,228,0,2,1,231,147.553,NA,NA,"Dec","2018"
"Kassala","New Halfa",268,208,98,110,217,0,35,0,252,49,NA,NA,"Jan","2018"
"Kassala","New Halfa",225,133,55,78,148,0,16,0,164,13,NA,NA,"Feb","2018"
"Kassala","New Halfa",208,131,65,66,91,0,6,0,97,16,NA,NA,"Mar","2018"
"Kassala","New Halfa",239,113,57,56,90,0,30,0,120,21.12,NA,NA,"Apr","2018"
"Kassala","New Halfa",230,121,66,58,88,1,22,1,112,14.87,NA,NA,"May","2018"
"Kassala","New Halfa",133,97,63,34,64,0,5,0,69,5.33,NA,NA,"Jun","2018"
"Kassala","New Halfa",241,235,113,122,189,1,17,0,207,17.29,NA,NA,"Jul","2018"
"Kassala","New Halfa",257,208,94,114,230,1,49,1,281,22.33,NA,NA,"Aug","2018"
"Kassala","New Halfa",175,306,146,160,158,0,13,3,174,15.3,NA,NA,"Sep","2018"
"Kassala","New Halfa",250,329,150,166,170,2,17,1,190,63.45,NA,NA,"Oct","2018"
"Kassala","New Halfa",339,160,70,91,131,1,12,3,147,66.1,NA,NA,"Nov","2018"
"Kassala","New Halfa",378,173,80,93,137,0,1,1,139,63.37,NA,NA,"Dec","2018"
"Kassala","Refi Hamashkureib",732,130,64,66,242,0,0,0,242,0,NA,NA,"Jan","2018"
"Kassala","Refi Hamashkureib",623,150,76,74,189,1,0,0,190,11,NA,NA,"Feb","2018"
"Kassala","Refi Hamashkureib",580,155,69,86,124,2,0,3,129,10,NA,NA,"Mar","2018"
"Kassala","Refi Hamashkureib",606,78,29,49,156,0,0,2,158,13,NA,NA,"Apr","2018"
"Kassala","Refi Hamashkureib",526,148,61,87,119,0,2,1,122,5,NA,NA,"May","2018"
"Kassala","Refi Hamashkureib",555,168,71,97,118,0,4,1,123,3,NA,NA,"Jun","2018"
"Kassala","Refi Hamashkureib",596,183,77,106,138,3,2,6,149,4,NA,NA,"Jul","2018"
"Kassala","Refi Hamashkureib",627,177,83,94,113,0,0,1,114,7,NA,NA,"Aug","2018"
"Kassala","Refi Hamashkureib",700,186,84,105,145,0,0,12,157,3,NA,NA,"Sep","2018"
"Kassala","Refi Hamashkureib",742,230,106,124,206,1,2,12,221,159,NA,NA,"Oct","2018"
"Kassala","Refi Hamashkureib",753,259,105,172,278,1,3,7,289,159,NA,NA,"Nov","2018"
"Kassala","Refi Hamashkureib",704,276,120,156,241,1,20,11,273,176,NA,NA,"Dec","2018"
"Kassala","Kassala Town",682,172,69,103,100,1,1,1,103,0,NA,NA,"Jan","2018"
"Kassala","Kassala Town",765,164,80,84,147,1,4,4,156,139.5,NA,NA,"Feb","2018"
"Kassala","Kassala Town",610,196,75,121,146,1,9,4,160,133,NA,NA,"Mar","2018"
"Kassala","Kassala Town",632,182,83,99,173,0,3,0,176,75,NA,NA,"Apr","2018"
"Kassala","Kassala Town",605,201,101,100,158,2,5,0,165,64.6,NA,NA,"May","2018"
"Kassala","Kassala Town",642,217,87,120,158,0,2,2,162,132.13,NA,NA,"Jun","2018"
"Kassala","Kassala Town",662,417,198,219,241,0,7,5,253,170.5,NA,NA,"Jul","2018"
"Kassala","Kassala Town",761,404,180,224,196,1,3,0,200,278.39,NA,NA,"Aug","2018"
"Kassala","Kassala Town",928,409,159,250,301,4,11,2,318,199.64,NA,NA,"Sep","2018"
"Kassala","Kassala Town",1027,372,155,217,281,3,3,4,291,237.48,NA,NA,"Oct","2018"
"Kassala","Kassala Town",1035,170,86,83,276,0,1,1,278,173,NA,NA,"Nov","2018"
"Kassala","Kassala Town",937,246,104,142,258,3,3,1,265,187.5,NA,NA,"Dec","2018"
"Kassala","Refi Nahr Atbara",293,49,23,26,69,0,0,0,69,34,NA,NA,"Jan","2018"
"Kassala","Refi Nahr Atbara",273,54,26,28,55,0,3,0,58,24,NA,NA,"Feb","2018"
"Kassala","Refi Nahr Atbara",269,44,18,26,72,0,4,1,77,32,NA,NA,"Mar","2018"
"Kassala","Refi Nahr Atbara",238,35,17,18,42,0,1,0,43,26,NA,NA,"Apr","2018"
"Kassala","Refi Nahr Atbara",232,117,58,59,53,0,1,1,55,24,NA,NA,"May","2018"
"Kassala","Refi Nahr Atbara",295,136,57,79,34,0,2,0,36,20,NA,NA,"Jun","2018"
"Kassala","Refi Nahr Atbara",399,288,123,165,86,0,2,1,89,71,NA,NA,"Jul","2018"
"Kassala","Refi Nahr Atbara",603,295,132,163,148,0,0,0,148,74,NA,NA,"Aug","2018"
"Kassala","Refi Nahr Atbara",751,225,105,120,203,2,4,0,209,60,NA,NA,"Sep","2018"
"Kassala","Refi Nahr Atbara",774,224,105,119,267,0,1,1,269,61,NA,NA,"Oct","2018"
"Kassala","Refi Nahr Atbara",733,116,56,60,217,0,0,1,218,81,NA,NA,"Nov","2018"
"Kassala","Refi Nahr Atbara",631,91,39,52,178,0,0,1,179,42,NA,NA,"Dec","2018"
"Kassala","Refi North Delta",731,68,23,45,226,1,5,1,233,106.44,NA,NA,"Jan","2018"
"Kassala","Refi North Delta",399,83,38,48,154,0,8,0,162,86.12,NA,NA,"Feb","2018"
"Kassala","Refi North Delta",318,72,32,40,136,0,4,0,140,96.4,NA,NA,"Mar","2018"
"Kassala","Refi North Delta",247,250,112,138,87,0,0,0,87,255.59,NA,NA,"Apr","2018"
"Kassala","Refi North Delta",411,159,78,81,110,1,1,1,113,198.73,NA,NA,"May","2018"
"Kassala","Refi North Delta",449,224,92,132,119,0,0,2,121,179.94,NA,NA,"Jun","2018"
"Kassala","Refi North Delta",553,366,157,209,147,0,0,0,147,48.31,NA,NA,"Jul","2018"
"Kassala","Refi North Delta",776,281,131,150,186,0,8,0,194,108.52,NA,NA,"Aug","2018"
"Kassala","Refi North Delta",839,237,90,147,254,1,2,1,258,127.08,NA,NA,"Sep","2018"
"Kassala","Refi North Delta",827,169,79,90,264,1,4,0,269,383.346,NA,NA,"Oct","2018"
"Kassala","Refi North Delta",729,204,92,113,227,0,1,0,228,253.23,NA,NA,"Nov","2018"
"Kassala","Refi North Delta",705,134,53,81,159,0,0,0,159,211.01,NA,NA,"Dec","2018"
"Kassala","Refi Kassla",340,148,71,77,160,0,1,1,162,52.9393333333333,NA,NA,"Jan","2018"
"Kassala","Refi Kassla",342,101,42,59,112,0,27,1,140,213.666666666667,NA,NA,"Feb","2018"
"Kassala","Refi Kassla",319,152,74,78,182,0,2,0,184,76.97,NA,NA,"Mar","2018"
"Kassala","Refi Kassla",288,136,61,75,176,0,2,1,179,81.837,NA,NA,"Apr","2018"
"Kassala","Refi Kassla",291,179,72,107,147,0,2,0,149,76.536,NA,NA,"May","2018"
"Kassala","Refi Kassla",318,128,59,69,138,0,1,0,139,57.01,NA,NA,"Jun","2018"
"Kassala","Refi Kassla",304,282,143,139,132,1,0,3,136,58.79,NA,NA,"Jul","2018"
"Kassala","Refi Kassla",454,247,124,123,171,1,0,0,172,45.47,NA,NA,"Aug","2018"
"Kassala","Refi Kassla",528,268,133,135,240,1,2,0,243,48.68,NA,NA,"Sep","2018"
"Kassala","Refi Kassla",489,254,117,137,212,2,0,1,215,269.005,NA,NA,"Oct","2018"
"Kassala","Refi Kassla",558,143,61,75,266,0,0,0,266,215.232333333333,NA,NA,"Nov","2018"
"Kassala","Refi Kassla",435,190,87,103,213,0,0,0,213,219.452666666667,NA,NA,"Dec","2018"
"Kassala","Rural Telkok",602,108,40,68,175,0,6,3,184,261.4,NA,NA,"Jan","2018"
"Kassala","Rural Telkok",526,110,45,65,153,0,0,0,153,222.57,NA,NA,"Feb","2018"
"Kassala","Rural Telkok",499,98,38,60,238,0,9,2,249,94,NA,NA,"Mar","2018"
"Kassala","Rural Telkok",358,94,43,52,138,0,0,0,138,84,NA,NA,"Apr","2018"
"Kassala","Rural Telkok",302,143,61,82,85,0,2,1,88,54.94,NA,NA,"May","2018"
"Kassala","Rural Telkok",355,102,41,61,113,0,0,0,113,82.94,NA,NA,"Jun","2018"
"Kassala","Rural Telkok",337,182,69,113,157,3,0,0,160,33.48,NA,NA,"Jul","2018"
"Kassala","Rural Telkok",363,188,74,114,105,0,0,4,109,201.74,NA,NA,"Aug","2018"
"Kassala","Rural Telkok",421,211,93,118,160,0,1,1,162,103.47,NA,NA,"Sep","2018"
"Kassala","Rural Telkok",498,219,101,118,163,0,1,1,165,242.52,NA,NA,"Oct","2018"
"Kassala","Rural Telkok",539,175,79,96,197,0,0,0,197,223.44,NA,NA,"Nov","2018"
"Kassala","Rural Telkok",497,189,88,101,164,0,1,0,165,224.08,NA,NA,"Dec","2018"
"Kassala","Rural Wad Elhilaiw",524,94,38,57,84,0,3,0,87,13,NA,NA,"Jan","2018"
"Kassala","Rural Wad Elhilaiw",531,138,50,88,105,6,1,0,112,26.9,NA,NA,"Feb","2018"
"Kassala","Rural Wad Elhilaiw",557,129,60,69,180,0,10,0,190,34.62,NA,NA,"Mar","2018"
"Kassala","Rural Wad Elhilaiw",496,168,77,91,171,1,1,0,173,86.32,NA,NA,"Apr","2018"
"Kassala","Rural Wad Elhilaiw",497,266,119,148,288,2,5,0,295,72.32,NA,NA,"May","2018"
"Kassala","Rural Wad Elhilaiw",518,273,112,166,232,0,1,0,233,49.02,NA,NA,"Jun","2018"
"Kassala","Rural Wad Elhilaiw",555,335,183,243,233,1,9,0,243,173.5,NA,NA,"Jul","2018"
"Kassala","Rural Wad Elhilaiw",632,174,125,122,238,4,0,2,244,148.08,NA,NA,"Aug","2018"
"Kassala","Rural Wad Elhilaiw",481,272,108,164,245,2,2,2,251,54.3,NA,NA,"Sep","2018"
"Kassala","Rural Wad Elhilaiw",498,230,96,134,221,0,0,0,221,226.2,NA,NA,"Oct","2018"
"Kassala","Rural Wad Elhilaiw",507,284,112,172,217,0,0,0,217,304.2,NA,NA,"Nov","2018"
"Kassala","Rural Wad Elhilaiw",574,230,118,112,276,0,1,0,277,225.3,NA,NA,"Dec","2018"
"Kassala","Rural Western Kassala",79,62,39,23,42,0,0,0,42,1,NA,NA,"Jan","2018"
"Kassala","Rural Western Kassala",99,48,25,23,75,0,1,0,76,1,NA,NA,"Feb","2018"
"Kassala","Rural Western Kassala",45,62,35,27,34,0,0,0,34,2,NA,NA,"Mar","2018"
"Kassala","Rural Western Kassala",75,26,17,9,25,0,1,0,26,1,NA,NA,"Apr","2018"
"Kassala","Rural Western Kassala",78,58,26,32,39,0,0,0,39,16,NA,NA,"May","2018"
"Kassala","Rural Western Kassala",99,48,28,20,47,0,0,0,47,31,NA,NA,"Jun","2018"
"Kassala","Rural Western Kassala",105,69,34,35,52,0,0,0,52,3,NA,NA,"Jul","2018"
"Kassala","Rural Western Kassala",124,79,39,40,54,0,1,0,55,2,NA,NA,"Aug","2018"
"Kassala","Rural Western Kassala",151,93,50,43,85,0,0,0,85,18,NA,NA,"Sep","2018"
"Kassala","Rural Western Kassala",152,98,51,47,97,0,1,0,98,50,NA,NA,"Oct","2018"
"Kassala","Rural Western Kassala",163,70,37,33,110,0,1,0,111,63,NA,NA,"Nov","2018"
"Kassala","Rural Western Kassala",125,82,41,41,89,0,0,0,89,52,NA,NA,"Dec","2018"
"Khartoum","Bahri",60,34,17,17,37,1,19,1,58,41,NA,NA,"Jan","2018"
"Khartoum","Bahri",39,46,20,26,22,1,7,2,32,47,NA,NA,"Feb","2018"
"Khartoum","Bahri",44,39,19,20,23,0,16,1,40,8.9,NA,NA,"Mar","2018"
"Khartoum","Bahri",44,35,14,21,24,0,9,2,35,7.7,NA,NA,"Apr","2018"
"Khartoum","Bahri",40,27,12,15,10,1,10,0,21,14.7,NA,NA,"May","2018"
"Khartoum","Bahri",45,32,14,18,19,1,10,0,30,7.3,NA,NA,"Jun","2018"
"Khartoum","Bahri",47,74,28,46,26,2,2,0,30,14.7,NA,NA,"Jul","2018"
"Khartoum","Bahri",92,59,30,29,36,0,16,0,52,7.2,NA,NA,"Aug","2018"
"Khartoum","Bahri",109,113,55,58,93,2,13,0,108,27.1,NA,NA,"Sep","2018"
"Khartoum","Bahri",86,143,67,76,64,10,18,0,92,19.3,NA,NA,"Oct","2018"
"Khartoum","Bahri",120,69,35,34,59,2,20,0,81,23.5,NA,NA,"Nov","2018"
"Khartoum","Bahri",94,59,28,31,29,1,30,1,61,46.2,NA,NA,"Dec","2018"
"Khartoum","Jebel Awlia",236,152,68,84,125,0,12,4,141,197.78,NA,NA,"Jan","2018"
"Khartoum","Jebel Awlia",232,149,71,78,179,1,5,10,195,370.68,NA,NA,"Feb","2018"
"Khartoum","Jebel Awlia",173,183,96,87,106,1,10,4,121,119.2,NA,NA,"Mar","2018"
"Khartoum","Jebel Awlia",214,177,76,101,150,1,12,3,166,21,NA,NA,"Apr","2018"
"Khartoum","Jebel Awlia",197,191,104,87,117,1,14,6,138,125.4,NA,NA,"May","2018"
"Khartoum","Jebel Awlia",211,169,93,76,141,0,9,4,154,169.35,NA,NA,"Jun","2018"
"Khartoum","Jebel Awlia",211,288,144,144,150,0,10,7,167,170.5,NA,NA,"Jul","2018"
"Khartoum","Jebel Awlia",329,278,135,143,169,0,20,1,190,153.38,NA,NA,"Aug","2018"
"Khartoum","Jebel Awlia",383,562,278,284,287,3,22,8,320,293.02,NA,NA,"Sep","2018"
"Khartoum","Jebel Awlia",587,445,216,229,343,1,23,4,371,269.06,NA,NA,"Oct","2018"
"Khartoum","Jebel Awlia",596,248,38,210,385,5,16,7,413,223.68,NA,NA,"Nov","2018"
"Khartoum","Jebel Awlia",389,251,125,126,312,2,11,8,333,220.84,NA,NA,"Dec","2018"
"Khartoum","Karrari",94,35,16,19,31,1,13,0,45,100.91,NA,NA,"Jan","2018"
"Khartoum","Karrari",85,28,13,15,13,0,9,1,23,87.68,NA,NA,"Feb","2018"
"Khartoum","Karrari",93,38,17,21,47,1,10,0,58,-0.339999999999989,NA,NA,"Mar","2018"
"Khartoum","Karrari",72,41,18,23,23,1,19,0,43,13.72,NA,NA,"Apr","2018"
"Khartoum","Karrari",68,49,19,30,19,3,8,0,30,12.75,NA,NA,"May","2018"
"Khartoum","Karrari",87,47,22,25,18,2,11,0,31,14.47,NA,NA,"Jun","2018"
"Khartoum","Karrari",102,75,32,43,35,2,13,1,51,94.04,NA,NA,"Jul","2018"
"Khartoum","Karrari",123,46,26,20,12,6,14,0,32,5.2,NA,NA,"Aug","2018"
"Khartoum","Karrari",138,115,58,57,61,5,12,2,80,10,NA,NA,"Sep","2018"
"Khartoum","Karrari",172,110,43,67,52,5,24,0,81,37.9,NA,NA,"Oct","2018"
"Khartoum","Karrari",199,70,25,45,36,2,7,0,45,17,NA,NA,"Nov","2018"
"Khartoum","Karrari",223,84,28,56,94,2,23,0,119,31.78,NA,NA,"Dec","2018"
"Khartoum","Khartoum",22,33,11,22,24,0,0,0,24,69,NA,NA,"Jan","2018"
"Khartoum","Khartoum",32,29,20,9,27,3,8,0,38,98,NA,NA,"Feb","2018"
"Khartoum","Khartoum",23,34,23,11,24,3,1,0,28,3,NA,NA,"Mar","2018"
"Khartoum","Khartoum",28,36,18,18,31,1,1,0,33,4,NA,NA,"Apr","2018"
"Khartoum","Khartoum",30,36,18,18,35,0,0,0,35,3,NA,NA,"May","2018"
"Khartoum","Khartoum",31,40,7,2,34,2,4,0,40,83,NA,NA,"Jun","2018"
"Khartoum","Khartoum",31,50,25,25,38,2,1,0,41,0,NA,NA,"Jul","2018"
"Khartoum","Khartoum",38,64,35,29,62,2,2,0,66,2,NA,NA,"Aug","2018"
"Khartoum","Khartoum",37,115,62,53,103,5,5,1,114,3,NA,NA,"Sep","2018"
"Khartoum","Khartoum",40,92,52,40,57,7,4,0,68,1,NA,NA,"Oct","2018"
"Khartoum","Khartoum",64,54,32,22,61,3,1,0,65,3,NA,NA,"Nov","2018"
"Khartoum","Khartoum",44,36,18,18,46,0,0,0,46,2,NA,NA,"Dec","2018"
"Khartoum","Sharg Elneel",161,16,8,8,8,0,4,2,14,35.1,NA,NA,"Jan","2018"
"Khartoum","Sharg Elneel",163,8,4,4,4,0,0,0,4,82,NA,NA,"Feb","2018"
"Khartoum","Sharg Elneel",166,38,21,17,22,0,7,6,35,39.9,NA,NA,"Mar","2018"
"Khartoum","Sharg Elneel",30,32,19,13,19,0,5,0,24,31,NA,NA,"Apr","2018"
"Khartoum","Sharg Elneel",178,28,10,18,27,0,4,0,31,12.5,NA,NA,"May","2018"
"Khartoum","Sharg Elneel",175,42,23,19,23,0,0,0,23,62.4,NA,NA,"Jun","2018"
"Khartoum","Sharg Elneel",194,63,34,29,32,0,0,0,32,63.5,NA,NA,"Jul","2018"
"Khartoum","Sharg Elneel",226,57,27,30,35,0,2,1,38,20.8,NA,NA,"Aug","2018"
